Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
131,0.4705241,0.014225991,0.012726626,0.04036791,0.24678667,0.10798002,0.050176837,0.008693218,0.033078317,0.015440321
132,0.9270871,0.0006238142,0.000104828345,0.0002668861,0.0043958486,0.00035438663,0.0007822752,0.06449981,0.00016306317,0.001721911
133,0.9694688,0.0002264394,0.0008708667,0.00040327862,0.001330944,0.0011549614,0.001356733,0.024181234,0.00041865095,0.0005881185
134,0.13883926,0.027435547,0.011583974,0.040565528,0.49017122,0.067561544,0.013097026,0.00784358,0.0709167,0.13198563
135,0.99791056,0.0010753697,0.0002948267,5.835745e-05,0.00013250523,9.6417985e-05,0.00014057287,4.343463e-05,0.000103752514,0.00014417351
136,0.071583934,0.29674092,0.023698756,0.32956386,0.14961877,0.07158659,0.009390818,0.02852536,0.006246599,0.013044408
137,0.03220025,0.0036286113,0.036253516,0.007819353,0.002639701,0.89388037,0.014658999,0.0014073236,0.0051866616,0.0023251788
138,0.0043134103,0.0019475495,0.9777371,0.00012549938,0.0030045062,0.011674258,0.0005434844,3.821963e-05,0.0004998328,0.000116131734
139,0.22656904,0.0022077803,0.40829104,0.0055411034,0.018465087,0.21020806,0.019933358,0.09164879,0.003946664,0.0131890485
140,0.76826763,0.053926155,0.0029380755,0.070828795,0.0053498726,0.015162997,0.031528752,0.028260492,0.0051651527,0.018572077
141,0.9943457,0.00150358,3.7039157e-05,0.00014783935,0.00034330387,0.00025218594,0.0027631305,0.00022395917,0.00032710005,5.6133667e-05
142,0.9591188,0.01574929,0.0008669391,0.0038180007,0.0048920535,0.0021911177,0.0025538462,0.0056547704,0.00058628153,0.0045689642
143,0.9652736,0.027423903,0.00013185183,0.00021677889,0.0022532498,0.0008790093,0.0005976302,5.391948e-05,0.0030538396,0.000116234616
144,0.99916124,3.0585656e-05,1.741042e-05,4.2010506e-05,0.0001497106,3.442493e-05,0.00035856912,0.00014459476,3.2157597e-05,2.9339193e-05
145,0.502706,0.022297371,0.02290926,0.04173925,0.013688298,0.15187408,0.117783785,0.010283206,0.047278594,0.069440156
146,0.96881926,0.0031173963,0.00032870294,8.225273e-05,0.0014642362,0.00040403864,0.0018909046,0.02243563,0.0008683822,0.0005891198
147,0.96271384,0.020300401,0.00012323093,0.0039436324,0.0012820401,0.00091039704,0.007436828,0.0008165814,0.0006090207,0.0018639899
148,0.9356297,0.011305658,0.0003643592,0.0053022243,0.004985054,0.023862038,0.015443139,0.0017465324,0.0006270863,0.00073418487
149,0.019871134,0.25255847,0.26997676,0.00049596484,0.042816266,0.3068975,0.027884029,0.0004730612,0.077413216,0.0016136433
150,0.97700685,0.0022746609,0.01481727,2.1893033e-05,0.0010756487,8.1741186e-05,7.710538e-05,0.0001284142,6.0577644e-05,0.0044558453
151,0.04518647,0.95442885,7.344658e-05,4.9371763e-05,2.7575346e-05,3.435049e-05,8.42176e-05,1.5496007e-05,5.64441e-05,4.3767246e-05
152,0.9118858,0.0019568694,0.0012613201,0.0074147447,0.015466969,0.024537455,0.008997522,0.019275505,0.0063216123,0.0028822438
153,0.0006153165,0.9992066,1.9757146e-05,4.822759e-05,2.9718505e-05,1.3103675e-05,2.5223306e-05,6.622816e-06,6.992366e-06,2.8472874e-05
154,0.030054795,0.57936776,0.009790346,0.021979237,0.2898992,0.0047708466,0.041961815,0.0010208441,0.006991902,0.014163221
155,0.16318211,0.06041083,0.2943165,0.07739137,0.00754998,0.15509082,0.04325897,0.005057986,0.18701513,0.0067262915
156,0.8390704,0.14736329,0.0008827743,0.0067964694,0.0008088302,0.0019394909,0.0010757608,0.00068859855,0.00076084374,0.00061355793
157,0.48212495,0.035902612,0.0235516,0.011704873,0.06038271,0.02219706,0.06251023,0.08065396,0.03504171,0.18593024
158,0.87033695,0.011301802,0.00036250794,0.0068999846,0.010413996,0.018607575,0.06986381,0.009894654,0.00083387445,0.0014847836
159,0.9320139,0.0017698536,0.0001644096,0.009286955,0.0018318937,0.027768455,0.005656032,0.015179448,0.0021171328,0.004211883
160,0.43132588,0.0060411585,0.0070558013,0.013967156,0.0050782273,0.019901542,0.24622129,0.21919274,0.0150480205,0.036168214
161,0.9900051,7.5778866e-05,0.00017035032,0.00016580695,0.0027446833,0.00090723677,0.00040883434,0.0051207165,0.00013172344,0.00026980223
162,0.5175126,0.14448082,0.0114916805,0.24615204,0.0061998954,0.018315285,0.0397003,0.004162084,0.009689002,0.0022962783
163,0.92525387,0.0003546255,0.0011896939,0.007615396,0.010425295,0.023822835,0.0053924713,0.021452865,0.0008406069,0.0036523007
164,0.0414546,0.7385909,0.0026554451,0.17796102,0.0008119472,0.024323458,0.0058973967,0.0033031902,0.003505965,0.0014961016
165,0.025572019,0.0021448715,0.0039686295,0.7857003,0.02699612,0.08800404,0.036552493,0.0038639253,0.017180234,0.010017377
166,0.551791,0.023139847,0.0047303867,0.1904647,0.05314999,0.060188457,0.026583906,0.032382235,0.009963673,0.047605816
167,0.7673849,0.0005312957,0.00035152456,0.0050437725,0.04307292,0.0033542467,0.0034306615,0.16532706,0.0017116957,0.0097918995
168,0.98413324,0.0010851817,0.0016523171,0.0005590066,0.005577467,0.002382644,0.0011065687,0.0006167552,0.0014790421,0.0014077657
169,0.089147754,0.002027505,0.01990174,0.21726614,0.0035894904,0.62810653,0.0021786771,0.020735828,0.005621752,0.011424621
170,0.04161158,0.083238915,0.031731974,0.11265091,0.22482336,0.11854047,0.2414548,0.0349053,0.034145974,0.07689672
171,0.02477733,0.91090965,0.02635039,0.002657682,0.003557781,0.002179642,0.01989368,0.00034795783,0.0007307828,0.008595072
172,0.82649976,0.0015926063,0.0021778948,0.0032879931,0.020990223,0.12394739,0.0031115285,0.010774778,0.005973909,0.0016438907
173,0.25330284,0.0037977064,0.009542769,0.021055827,0.14040245,0.17177792,0.06513724,0.28771973,0.026483104,0.020780435
174,0.89200836,0.002674507,0.0029686505,0.05036975,0.0025394198,0.030054377,0.002252924,0.009835504,0.004568049,0.0027285106
175,0.99023145,0.002651268,0.0027142472,0.00061048404,0.0003236848,0.00014561914,0.00084275805,0.00075761473,0.00011698561,0.001605883
176,0.76527774,0.23397629,6.741138e-05,0.00019802313,4.4954384e-05,1.4923194e-05,0.00024799016,1.4878799e-05,8.273472e-05,7.508381e-05
177,0.89746433,0.096642755,0.0008042378,0.000393902,0.0014860285,0.0002710296,0.0011275144,0.00019519762,0.0003386079,0.0012763509
178,0.51873,0.09717824,0.01238974,0.048923578,0.021895971,0.033081762,0.19141869,0.0081067635,0.013763832,0.054511465
179,0.19191907,0.0020260147,0.0056135706,0.0013986108,0.046586562,0.6632513,0.008383194,0.013849532,0.043519944,0.023452213
180,0.98494524,0.0024336649,0.00051485887,0.0008145109,0.000827834,0.0004327384,0.009775469,0.000109968714,6.023961e-05,8.554446e-05
181,0.9935993,0.00081692706,7.937696e-05,0.00040373826,7.2544644e-05,0.00044725888,0.00065397745,0.0023747059,0.0010646419,0.00048758386
182,0.80145967,0.010802744,0.004172388,0.013052263,0.050447162,0.017338557,0.001154416,0.093348034,0.00451107,0.0037137496
183,0.0002347572,0.9990226,0.000544712,2.8870136e-05,4.402401e-05,1.8456896e-05,7.568619e-05,1.0051588e-06,2.3132192e-05,6.7977785e-06
184,0.022328736,0.7612334,0.066755235,0.003327165,0.00238595,0.13399042,0.003398074,0.0018563606,0.0028397483,0.0018848892
185,0.32225668,0.660109,0.0038846403,0.0012078475,0.0015249123,0.00072883355,0.0030729962,0.0004687344,0.006311551,0.00043479193
186,0.999608,0.0002273172,1.8531153e-05,4.6301957e-06,3.8866958e-05,1.4607364e-05,1.7849163e-05,2.7133716e-05,5.77176e-06,3.7295307e-05
187,0.008042471,0.0002189786,0.3288561,0.0011933255,0.0049960865,0.64004695,0.012256168,0.001244396,0.0021026167,0.0010428629
188,0.7714174,0.018420722,0.017368883,0.002002293,0.015940685,0.028425867,0.008396015,0.116402104,0.0076463497,0.013979718
189,0.98528254,0.0063080783,0.00071876496,0.0031217379,0.0015629686,0.00055278797,0.00019106483,0.0004980848,0.00033817027,0.0014257901
190,0.10726415,0.041439332,0.0067670057,0.064720325,0.1368062,0.015199631,0.22741231,0.016980194,0.019292386,0.36411843
191,0.022324283,0.29335743,0.020932201,0.0076013138,0.09103542,0.02198562,0.48242787,0.024512175,0.027015245,0.008808415
192,0.0069751074,0.9766407,0.0018722069,0.0023447848,0.0066181035,0.003114543,0.00078049063,0.00074970775,0.00040698305,0.00049738487
193,0.9778854,0.0034910415,5.6369263e-05,0.0010853031,0.003101797,0.0010891194,0.009507453,0.0016032913,0.000921341,0.00125893
194,0.3283896,0.0021555962,0.39619136,0.006335393,0.0136872865,0.02512104,0.024490735,0.0061223204,0.18941994,0.008086734
195,0.7568566,0.05133858,0.00027724277,0.022589777,0.02056676,0.0027009891,0.08288583,0.014085464,0.017801696,0.03089703
196,0.00060594134,0.00689228,0.9809718,0.00060657674,0.00096027256,0.005438006,0.0013958111,0.0007016411,0.0021874176,0.0002401776
197,0.00603196,0.89846766,0.019072145,0.0045563616,0.003034061,0.012349978,0.016748887,0.0010116994,0.036403306,0.0023239926
198,0.98872244,0.002223955,0.00016413654,0.00222011,0.0009579051,9.1771755e-05,0.0028069075,0.0019936953,0.00016077807,0.0006582631
199,0.4708763,0.50601155,0.00947438,0.0018480761,0.00019536456,0.00058379,0.008068363,0.0015183357,0.00035291407,0.0010709256
200,0.84578097,0.020373963,0.00040226537,0.03326337,0.032008305,0.005448828,0.008674605,0.019644706,0.0010199653,0.03338302
201,0.014305529,0.9780462,7.5778175e-05,0.003713158,0.00013014542,0.00025898186,0.0026638585,8.599478e-05,0.000640203,8.021575e-05
